start_id,end_id,relation,end_time,position,sport_number,start_time,time
Q918855,Q132880,playfor,2005,,,2004,
Q928003,Q131364,playfor,2009,,,2009,
Q918855,Q169138,playfor,2004,,,2003,
Q932833,Q159729,playfor,1974,,,1973,
Q918855,Q161345,playfor,2009,,,2005,
Q918855,Q161337,playfor,2009,,,2009,
Q716316,Q163480,playfor,13 July 2012,,,08 July 2008,
Q716316,Q170329,playfor,22 July 2013,,,13 July 2012,
Q716316,Q180950,playfor,18 February 2016,,,19 February 2015,
Q716316,Q128109,playfor,15 July 2014,,,13 December 2013,
Q577516,Q162990,playfor,2011,,,2008,
Q526241,Q165529,playfor,,,,,
Q537972,Q131364,playfor,,,,,
Q537972,Q131371,playfor,,,,,
Q537972,Q163480,playfor,,,,,
Q537972,Q164177,playfor,,,,,
Q537972,Q166105,playfor,,,,,
Q537972,Q169138,playfor,,,,,
Q537972,Q169637,playfor,,,,,
Q539560,Q159729,playfor,,,,,
Q540498,Q131364,playfor,,,,,
Q539560,Q162954,playfor,,,,,
Q539560,Q163480,playfor,,,,,
Q539560,Q172339,playfor,,,,,
Q548735,Q131371,playfor,,,,,
Q548735,Q170558,playfor,,,,,
Q549180,Q157376,playfor,,,,,
Q537972,Q572134,playfor,,,,,
Q552014,Q131371,playfor,,,,,
Q553318,Q128109,playfor,,,,,
Q553318,Q131364,playfor,,,,,
Q553318,Q166105,playfor,,,,,
Q553318,Q172339,playfor,,,,,
Q555477,Q164177,playfor,,,,,
Q555477,Q170329,playfor,,,,,
Q555477,Q172339,playfor,,,,,
Q558601,Q131364,playfor,,,,,
Q558601,Q131371,playfor,,,,,
Q558601,Q169661,playfor,,,,,
Q558663,Q169637,playfor,,,,,
Q558663,Q169661,playfor,,,,,
Q558601,Q180950,playfor,,,,,
Q562764,Q128109,playfor,,,,,
Q562764,Q131364,playfor,,,,,
Q562764,Q132893,playfor,,,,,
Q562764,Q159729,playfor,,,,,
Q562764,Q164177,playfor,,,,,
Q562764,Q167253,playfor,,,,,
Q562764,Q169138,playfor,,,,,
Q562764,Q169637,playfor,,,,,
Q537972,Q976396,playfor,,,,,
Q539560,Q976396,playfor,,,,,
Q568335,Q159893,playfor,,,,,
Q568335,Q169661,playfor,,,,,
Q548735,Q976396,playfor,,,,,
Q549180,Q976396,playfor,,,,,
Q558601,Q976396,playfor,,,,,
Q586957,Q132893,playfor,,,,,
Q590253,Q131371,playfor,,,,,
Q591020,Q131371,playfor,,,,,
Q590253,Q163480,playfor,,,,,
Q590253,Q167253,playfor,,,,,
Q590253,Q169637,playfor,,,,,
Q590253,Q170329,playfor,,,,,
Q590253,Q172339,playfor,,,,,
Q598415,Q164177,playfor,,,,,
Q600804,Q131371,playfor,,,,,
Q595258,Q572134,playfor,,,,,
Q614905,Q157376,playfor,,,,,
Q628422,Q157376,playfor,,,,,
Q628422,Q161337,playfor,,,,,
Q639025,Q157376,playfor,,,,,
Q639025,Q163480,playfor,,,,,
Q639025,Q180950,playfor,,,,,
Q641280,Q121783,playfor,,,,,
Q641523,Q159893,playfor,,,,,
Q641280,Q169661,playfor,,,,,
Q628613,Q572134,playfor,,,,,
Q716316,Q132880,playfor,09 December 2013,,,22 July 2013,
Q648447,Q121783,playfor,,,,,
Q591020,Q2354728,playfor,,,,,
Q641523,Q976396,playfor,,,,,
Q676481,Q132893,playfor,,,,,
Q676481,Q157376,playfor,,,,,
Q676481,Q159729,playfor,,,,,
Q676481,Q161345,playfor,,,,,
Q676481,Q162954,playfor,,,,,
Q685983,Q132893,playfor,,,,,
Q685983,Q169661,playfor,,,,,
Q676481,Q572134,playfor,,,,,
Q693463,Q121783,playfor,,,,,
Q693463,Q157376,playfor,,,,,
Q693463,Q159893,playfor,,,,,
Q715618,Q131364,playfor,,,,,
Q715618,Q131371,playfor,,,,,
Q715618,Q167253,playfor,,,,,
Q715618,Q170649,playfor,,,,,
Q715618,Q180950,playfor,,,,,
Q720679,Q167253,playfor,,,,,
Q720679,Q169165,playfor,,,,,
Q720679,Q170558,playfor,,,,,
Q724581,Q162954,playfor,,,,,
Q716316,Q161337,playfor,,,,07 July 2016,
Q557508,Q162990,playfor,2006,,,2005,
Q716316,Q162954,playfor,07 July 2016,,,18 February 2016,
Q716316,Q169661,playfor,19 February 2015,,,15 July 2014,
Q1277708,Q159729,playfor,2016,,,July 2015,
Q1135781,Q163480,playfor,2012,,,2011,
Q965310,Q161345,playfor,2004,,,1998,
Q1209671,Q121783,playfor,1960,,,1955,
Q1209671,Q131364,playfor,1961,,,1960,
Q1277708,Q138089,playfor,2019,,,February 2019,
Q965310,Q166105,playfor,2005,,,2004,
Q969401,Q131364,playfor,,,,,
Q969401,Q157376,playfor,,,,,
Q969401,Q572134,playfor,,,,,
Q984367,Q128109,playfor,,,,,
Q984367,Q131364,playfor,,,,,
Q984367,Q132880,playfor,,,,,
Q984367,Q162954,playfor,,,,,
Q984367,Q164177,playfor,,,,,
Q994442,Q131371,playfor,,,,,
Q1277708,Q132893,playfor,,,,July 2019,
Q1101719,Q167253,playfor,,,,,
Q1101719,Q169138,playfor,,,,,
Q1101719,Q170329,playfor,,,,,
Q1111983,Q159729,playfor,,,,,
Q1111983,Q161345,playfor,,,,,
Q1111983,Q162954,playfor,,,,,
Q1132507,Q121783,playfor,,,,,
Q1132507,Q128109,playfor,,,,,
Q1132507,Q132880,playfor,,,,,
Q1132507,Q138089,playfor,,,,,
Q1132507,Q157376,playfor,,,,,
Q1132507,Q162990,playfor,,,,,
Q1132507,Q164177,playfor,,,,,
Q1132738,Q163480,playfor,,,,,
Q1132738,Q164177,playfor,,,,,
Q1132834,Q161337,playfor,,,,,
Q1132834,Q169165,playfor,,,,,
Q1132834,Q169661,playfor,,,,,
Q1184377,Q157376,playfor,,,,,
Q1184377,Q159729,playfor,,,,,
Q1184377,Q161337,playfor,,,,,
Q1189917,Q128109,playfor,,,,,
Q1111983,Q3307390,playfor,,,,,
Q1337331,Q159729,playfor,,,,,
Q1337331,Q162954,playfor,,,,,
Q1337331,Q162990,playfor,,,,,
Q1337331,Q167253,playfor,,,,,
Q1337331,Q169165,playfor,,,,,
Q1337331,Q172339,playfor,,,,,
Q1348252,Q138089,playfor,,,,,
Q1348252,Q169138,playfor,,,,,
Q1348252,Q170649,playfor,,,,,
Q1364234,Q169165,playfor,,,,,
Q1392517,Q161345,playfor,,,,,
Q1392517,Q163480,playfor,,,,,
Q1392517,Q166105,playfor,,,,,
Q1392517,Q167253,playfor,,,,,
Q1392517,Q169138,playfor,,,,,
Q1392517,Q169165,playfor,,,,,
Q1392517,Q169661,playfor,,,,,
Q1392517,Q172339,playfor,,,,,
Q1393488,Q159729,playfor,,,,,
Q1393488,Q572134,playfor,,,,,
Q1424128,Q128109,playfor,,,,,
Q1424128,Q131371,playfor,,,,,
Q1424128,Q159729,playfor,,,,,
Q1424128,Q161337,playfor,,,,,
Q1424128,Q162954,playfor,,,,,
Q1424128,Q170329,playfor,,,,,
Q1424128,Q572134,playfor,,,,,
Q1439529,Q164177,playfor,,,,,
Q1448687,Q170558,playfor,,,,,
Q1450551,Q131371,playfor,,,,,
Q1453417,Q131364,playfor,,,,,
Q1455883,Q162954,playfor,,,,,
Q1455883,Q169138,playfor,,,,,
Q1455883,Q169637,playfor,,,,,
Q1458383,Q121783,playfor,,,,,
Q1458196,Q165529,playfor,,,,,
Q1458196,Q167253,playfor,,,,,
Q1458383,Q162954,playfor,,,,,
Q1458196,Q169637,playfor,,,,,
Q1458196,Q170329,playfor,,,,,
Q1458383,Q169637,playfor,,,,,
Q1458383,Q169661,playfor,,,,,
Q1463357,Q131364,playfor,,,,,
Q1463357,Q159893,playfor,,,,,
Q1463357,Q164177,playfor,,,,,
Q1463357,Q170649,playfor,,,,,
Q1469007,Q162990,playfor,,,,,
Q1455883,Q572134,playfor,,,,,
Q1455883,Q976396,playfor,,,,,
Q1458383,Q976396,playfor,,,,,
Q1392517,Q3307390,playfor,,,,,
Q1455883,Q3307390,playfor,,,,,
Q975474,Q170649,playfor,,,,2014,
Q965310,Q161337,playfor,2004,,,2004,
Q965310,Q976396,playfor,2008,,,2005,
Q965310,Q131364,playfor,2008,,,2008,
Q1277708,Q976396,playfor,2019,,,2018,
Q967072,Q157376,playfor,1989,,,1986,
Q1277708,Q169661,playfor,2018,,,2016,
Q1444910,Q169138,playfor,1994,,,1990,
Q1530759,Q169138,playfor,2009,,,2008,
Q1618767,Q165529,playfor,2005,,,2003,
Q1530759,Q170558,playfor,2006,,,2006,
Q1469007,Q138089,playfor,,,,,
Q1469007,Q572134,playfor,,,,,
Q1469007,Q976396,playfor,,,,,
Q1508678,Q169661,playfor,,,,,
Q1606682,Q121783,playfor,,,,,
Q1606849,Q131371,playfor,,,,,
Q1607317,Q131371,playfor,,,,,
Q1606682,Q159893,playfor,,,,,
Q1607188,Q157376,playfor,,,,,
Q1607188,Q159729,playfor,,,,,
Q1607188,Q159893,playfor,,,,,
Q1607059,Q166105,playfor,,,,,
Q1608322,Q132880,playfor,,,,,
Q1607317,Q166105,playfor,,,,,
Q1607317,Q170329,playfor,,,,,
Q1607761,Q167253,playfor,,,,,
Q1608322,Q157376,playfor,,,,,
Q1608253,Q159729,playfor,,,,,
Q1608253,Q170329,playfor,,,,,
Q1608322,Q170558,playfor,,,,,
Q1608677,Q161345,playfor,,,,,
Q1608677,Q162954,playfor,,,,,
Q1610216,Q121783,playfor,,,,,
Q1608677,Q172339,playfor,,,,,
Q1610216,Q131364,playfor,,,,,
Q1608677,Q180950,playfor,,,,,
Q1610216,Q159893,playfor,,,,,
Q1610216,Q162954,playfor,,,,,
Q1612751,Q128109,playfor,,,,,
Q1612751,Q131371,playfor,,,,,
Q1612751,Q138089,playfor,,,,,
Q1612357,Q170329,playfor,,,,,
Q1615621,Q138089,playfor,,,,,
Q1618075,Q131364,playfor,,,,,
Q1618677,Q121783,playfor,,,,,
Q1618809,Q121783,playfor,,,,,
Q1618750,Q138089,playfor,,,,,
Q1618075,Q161345,playfor,,,,,
Q1618075,Q164177,playfor,,,,,
Q1618677,Q159893,playfor,,,,,
Q1618677,Q163480,playfor,,,,,
Q1618809,Q159893,playfor,,,,,
Q1618677,Q164177,playfor,,,,,
Q1618750,Q163480,playfor,,,,,
Q1618677,Q167253,playfor,,,,,
Q1618809,Q163480,playfor,,,,,
Q1618809,Q164177,playfor,,,,,
Q1618750,Q169637,playfor,,,,,
Q1618677,Q172339,playfor,,,,,
Q1618809,Q169138,playfor,,,,,
Q1618809,Q169637,playfor,,,,,
Q1619137,Q159893,playfor,,,,,
Q1618750,Q172339,playfor,,,,,
Q1619137,Q161337,playfor,,,,,
Q1618809,Q172339,playfor,,,,,
Q1607317,Q572134,playfor,,,,,
Q1622327,Q121783,playfor,,,,,
Q1622327,Q131371,playfor,,,,,
Q1621405,Q161337,playfor,,,,,
Q1622327,Q132893,playfor,,,,,
Q1621405,Q162954,playfor,,,,,
Q1623156,Q121783,playfor,,,,,
Q1622172,Q159893,playfor,,,,,
Q1622327,Q159729,playfor,,,,,
Q1623309,Q131364,playfor,,,,,
Q1622327,Q162990,playfor,,,,,
Q1623309,Q138089,playfor,,,,,
Q1622327,Q169637,playfor,,,,,
Q1622327,Q170649,playfor,,,,,
Q1623156,Q159729,playfor,,,,,
Q1623309,Q159893,playfor,,,,,
Q1623309,Q161345,playfor,,,,,
Q1623156,Q167253,playfor,,,,,
Q1623156,Q169637,playfor,,,,,
Q1626563,Q128109,playfor,,,,,
Q1626986,Q138089,playfor,,,,,
Q1626562,Q159729,playfor,,,,,
Q1626563,Q162990,playfor,,,,,
Q1626562,Q166105,playfor,,,,,
Q1626562,Q169637,playfor,,,,,
Q1626563,Q169661,playfor,,,,,
Q1626563,Q170649,playfor,,,,,
Q1626986,Q169637,playfor,,,,,
Q1618075,Q572134,playfor,,,,,
Q1618677,Q572134,playfor,,,,,
Q1607761,Q976396,playfor,,,,,
Q1623309,Q572134,playfor,,,,,
Q1626562,Q572134,playfor,,,,,
Q1626986,Q572134,playfor,,,,,
Q1620080,Q976396,playfor,,,,,
Q1626986,Q976396,playfor,,,,,
Q1606849,Q132893,playfor,1995,,,1991,
Q1530759,Q164177,playfor,2008,,,2006,
Q1530759,Q172339,playfor,2011,,,2010,
Q1618767,Q161337,playfor,2003,,,2002,
Q1530759,Q132880,playfor,2010,,,2009,
Q1530759,Q131371,playfor,2006,,,2003,
Q2330697,Q166105,playfor,1975,,,1972,
Q2325791,Q162990,playfor,1986,,,,
Q2330697,Q169661,playfor,1966,,,1964,
Q2330697,Q161345,playfor,1970,,,1967,
Q1627029,Q121783,playfor,,,,,
Q1627029,Q128109,playfor,,,,,
Q1627238,Q121783,playfor,,,,,
Q1627238,Q131371,playfor,,,,,
Q1627398,Q132880,playfor,,,,,
Q1627029,Q159729,playfor,,,,,
Q1627398,Q157376,playfor,,,,,
Q1627238,Q162990,playfor,,,,,
Q1627398,Q161345,playfor,,,,,
Q1627238,Q169661,playfor,,,,,
Q1627238,Q170329,playfor,,,,,
Q1627398,Q167253,playfor,,,,,
Q1627398,Q170329,playfor,,,,,
Q1627828,Q161337,playfor,,,,,
Q1627828,Q163480,playfor,,,,,
Q1627828,Q164177,playfor,,,,,
Q1627828,Q165529,playfor,,,,,
Q1627828,Q169637,playfor,,,,,
Q1627828,Q172339,playfor,,,,,
Q1630075,Q128109,playfor,,,,,
Q1630075,Q138089,playfor,,,,,
Q1630075,Q162990,playfor,,,,,
Q1630075,Q166105,playfor,,,,,
Q1630075,Q167253,playfor,,,,,
Q1630075,Q169165,playfor,,,,,
Q1635488,Q157376,playfor,,,,,
Q1639772,Q132893,playfor,,,,,
Q1639772,Q162954,playfor,,,,,
Q1639772,Q164177,playfor,,,,,
Q1627029,Q572134,playfor,,,,,
Q1627828,Q572134,playfor,,,,,
Q1641714,Q162954,playfor,,,,,
Q1643597,Q159729,playfor,,,,,
Q1643597,Q169165,playfor,,,,,
Q1643597,Q170558,playfor,,,,,
Q1643597,Q170649,playfor,,,,,
Q1647520,Q159729,playfor,,,,,
Q1647520,Q170649,playfor,,,,,
Q1648778,Q169138,playfor,,,,,
Q1650846,Q159729,playfor,,,,,
Q1650846,Q161345,playfor,,,,,
Q1650846,Q170329,playfor,,,,,
Q1627828,Q976396,playfor,,,,,
Q1689849,Q162954,playfor,,,,,
Q1689849,Q163480,playfor,,,,,
Q1748572,Q170649,playfor,,,,,
Q1892484,Q131371,playfor,,,,,
Q1913679,Q131364,playfor,,,,,
Q1960839,Q159893,playfor,,,,,
Q2059578,Q159729,playfor,,,,,
Q2062777,Q162990,playfor,,,,,
Q2084533,Q170649,playfor,,,,,
Q2187615,Q131371,playfor,,,,,
Q2187615,Q138089,playfor,,,,,
Q2187615,Q166105,playfor,,,,,
Q2187615,Q167253,playfor,,,,,
Q2187615,Q169637,playfor,,,,,
Q2273690,Q138089,playfor,,,,,
Q2273690,Q157376,playfor,,,,,
Q2273690,Q159729,playfor,,,,,
Q2273690,Q161337,playfor,,,,,
Q2273690,Q161345,playfor,,,,,
Q2273690,Q167253,playfor,,,,,
Q2273690,Q169165,playfor,,,,,
Q2273690,Q572134,playfor,,,,,
Q2273690,Q976396,playfor,,,,,
Q2315791,Q131364,playfor,,,,,
Q2315791,Q180950,playfor,,,,,
Q2318726,Q121783,playfor,,,,,
Q2318726,Q132880,playfor,,,,,
Q2318776,Q132880,playfor,,,,,
Q2318726,Q161345,playfor,,,,,
Q2318726,Q162954,playfor,,,,,
Q2318776,Q162954,playfor,,,,,
Q2318726,Q167253,playfor,,,,,
Q2318776,Q167253,playfor,,,,,
Q2318726,Q169165,playfor,,,,,
Q2318776,Q169138,playfor,,,,,
Q2326383,Q157376,playfor,,,,,
Q2326997,Q159893,playfor,,,,,
Q2326997,Q161337,playfor,,,,,
Q2326997,Q161345,playfor,,,,,
Q2326997,Q162990,playfor,,,,,
Q2326997,Q169661,playfor,,,,,
Q2331957,Q128109,playfor,,,,,
Q2332130,Q131364,playfor,,,,,
Q2331924,Q161345,playfor,,,,,
Q2332130,Q159893,playfor,,,,,
Q2331957,Q166105,playfor,,,,,
Q2332130,Q161345,playfor,,,,,
Q2332130,Q166105,playfor,,,,,
Q2332130,Q170649,playfor,,,,,
Q2332151,Q170558,playfor,,,,,
Q2325791,Q159893,playfor,1986,,,1977,
Q2330697,Q169165,playfor,1964,,,1963,
Q2330697,Q128109,playfor,1967,,,1966,
Q2334056,Q132880,playfor,21 February 2008,,,22 February 2007,
Q2332151,Q159893,playfor,,,,,
Q2332151,Q162990,playfor,,,,,
Q2332151,Q166105,playfor,,,,,
Q2332151,Q169165,playfor,,,,,
Q2332151,Q170329,playfor,,,,,
Q2334056,Q167253,playfor,,,,,
Q2335270,Q131371,playfor,,,,,
Q2334056,Q169661,playfor,,,,,
Q2335114,Q138089,playfor,,,,,
Q2335114,Q161345,playfor,,,,,
Q2335114,Q166105,playfor,,,,,
Q2336889,Q131371,playfor,,,,,
Q2337476,Q131371,playfor,,,,,
Q2336889,Q170329,playfor,,,,,
Q2337476,Q169637,playfor,,,,,
Q2337476,Q170329,playfor,,,,,
Q2339862,Q131371,playfor,,,,,
Q2340598,Q131371,playfor,,,,,
Q2339862,Q170329,playfor,,,,,
Q2342369,Q121783,playfor,,,,,
Q2342239,Q131364,playfor,,,,,
Q2342369,Q132893,playfor,,,,,
Q2343067,Q121783,playfor,,,,,
Q2342369,Q157376,playfor,,,,,
Q2342369,Q159729,playfor,,,,,
Q2342369,Q159893,playfor,,,,,
Q2342369,Q161345,playfor,,,,,
Q2342369,Q162990,playfor,,,,,
Q2342369,Q163480,playfor,,,,,
Q2342369,Q164177,playfor,,,,,
Q2342369,Q166105,playfor,,,,,
Q2342369,Q169637,playfor,,,,,
Q2342369,Q172339,playfor,,,,,
Q2343067,Q157376,playfor,,,,,
Q2343067,Q159893,playfor,,,,,
Q2343067,Q161345,playfor,,,,,
Q2343067,Q162954,playfor,,,,,
Q2343067,Q166105,playfor,,,,,
Q2343067,Q169637,playfor,,,,,
Q2343067,Q169661,playfor,,,,,
Q2345204,Q131371,playfor,,,,,
Q2345204,Q169165,playfor,,,,,
Q2352855,Q121783,playfor,,,,,
Q2354822,Q131364,playfor,,,,,
Q2354822,Q164177,playfor,,,,,
Q2342369,Q572134,playfor,,,,,
Q2357845,Q157376,playfor,,,,,
Q2360278,Q164177,playfor,,,,,
Q2360278,Q167253,playfor,,,,,
Q2360278,Q169165,playfor,,,,,
Q2354822,Q572134,playfor,,,,,
Q2396411,Q161345,playfor,,,,,
Q2398280,Q170329,playfor,,,,,
Q2398280,Q170649,playfor,,,,,
Q2422043,Q131371,playfor,,,,,
Q2436964,Q172339,playfor,,,,,
Q2451066,Q131371,playfor,,,,,
Q2450451,Q180950,playfor,,,,,
Q2452465,Q169165,playfor,,,,,
Q2452465,Q169661,playfor,,,,,
Q2453176,Q164177,playfor,,,,,
Q2453176,Q169165,playfor,,,,,
Q2453176,Q170649,playfor,,,,,
Q2452465,Q572134,playfor,,,,,
Q2497741,Q157376,playfor,,,,,
Q2502090,Q121783,playfor,,,,,
Q2502090,Q128109,playfor,,,,,
Q2502090,Q131364,playfor,,,,,
Q2502090,Q169637,playfor,,,,,
Q2519395,Q163480,playfor,,,,,
Q2519395,Q170329,playfor,,,,,
Q2519395,Q180950,playfor,,,,,
Q2524073,Q162954,playfor,,,,,
Q2524073,Q169138,playfor,,,,,
Q2526170,Q138089,playfor,,,,,
Q2527111,Q121783,playfor,,,,,
Q2527111,Q169661,playfor,,,,,
Q2529656,Q138089,playfor,,,,,
Q2529656,Q161337,playfor,,,,,
Q2529656,Q162954,playfor,,,,,
Q2529656,Q164177,playfor,,,,,
Q2529656,Q165529,playfor,,,,,
Q2532704,Q128109,playfor,,,,,
Q2532704,Q157376,playfor,,,,,
Q2532704,Q163480,playfor,,,,,
Q2539924,Q169661,playfor,,,,,
Q2532704,Q572134,playfor,,,,,
Q2555801,Q159893,playfor,,,,,
Q2555801,Q161337,playfor,,,,,
Q2556925,Q132893,playfor,,,,,
Q2556438,Q166105,playfor,,,,,
Q2556438,Q170558,playfor,,,,,
Q2556925,Q161337,playfor,,,,,
Q2556925,Q166105,playfor,,,,,
Q2556925,Q170329,playfor,,,,,
Q2556599,Q976396,playfor,,,,,
Q2450971,Q157376,playfor,2008,,,2006,
Q2450971,Q131371,playfor,2009,,,2008,
Q2450971,Q132880,playfor,2010,,,2009,
Q2733498,Q163480,playfor,1989,,,1988,
Q2608531,Q162954,playfor,2016,,,2015,
Q2734737,Q170649,playfor,2002,,,1999,
Q2733498,Q166105,playfor,1993,,,1992,
Q2556925,Q159893,playfor,,,,,
Q2556925,Q162990,playfor,,,,,
Q2561603,Q131364,playfor,,,,,
Q2565114,Q121783,playfor,,,,,
Q2565114,Q159893,playfor,,,,,
Q2566731,Q128109,playfor,,,,,
Q2566860,Q128109,playfor,,,,,
Q2566731,Q138089,playfor,,,,,
Q2566735,Q159729,playfor,,,,,
Q2566860,Q159893,playfor,,,,,
Q2566735,Q164177,playfor,,,,,
Q2566735,Q166105,playfor,,,,,
Q2566860,Q162954,playfor,,,,,
Q2566735,Q169138,playfor,,,,,
Q2566731,Q169637,playfor,,,,,
Q2566735,Q169637,playfor,,,,,
Q2566735,Q170558,playfor,,,,,
Q2566860,Q169661,playfor,,,,,
Q2567350,Q161345,playfor,,,,,
Q2567350,Q169637,playfor,,,,,
Q2569309,Q172339,playfor,,,,,
Q2556925,Q572134,playfor,,,,,
Q2573224,Q159729,playfor,,,,,
Q2573224,Q159893,playfor,,,,,
Q2573224,Q161345,playfor,,,,,
Q2573224,Q162954,playfor,,,,,
Q2573224,Q162990,playfor,,,,,
Q2573224,Q169165,playfor,,,,,
Q2573224,Q170558,playfor,,,,,
Q2573224,Q180950,playfor,,,,,
Q2575239,Q172339,playfor,,,,,
Q2627014,Q132880,playfor,,,,,
Q2627577,Q131364,playfor,,,,,
Q2627577,Q131371,playfor,,,,,
Q2627577,Q157376,playfor,,,,,
Q2640578,Q169661,playfor,,,,,
Q2640578,Q180950,playfor,,,,,
Q2664185,Q170558,playfor,,,,,
Q2699075,Q132880,playfor,,,,,
Q2699075,Q132893,playfor,,,,,
Q2699075,Q159729,playfor,,,,,
Q2717226,Q159893,playfor,,,,,
Q2724813,Q121783,playfor,,,,,
Q2724813,Q131364,playfor,,,,,
Q2724813,Q132893,playfor,,,,,
Q2724813,Q161337,playfor,,,,,
Q2733826,Q121783,playfor,,,,,
Q2733826,Q157376,playfor,,,,,
Q2733826,Q169138,playfor,,,,,
Q2736194,Q131364,playfor,,,,,
Q2736194,Q131371,playfor,,,,,
Q2736194,Q2354728,playfor,,,,,
Q2874765,Q162954,playfor,,,,,
Q2888461,Q166105,playfor,,,,,
Q2959477,Q128109,playfor,,,,,
Q2959477,Q976396,playfor,,,,,
Q3013147,Q162954,playfor,,,,,
Q3080302,Q121783,playfor,,,,,
Q3156151,Q138089,playfor,,,,,
Q3218096,Q131364,playfor,,,,,
Q3218096,Q131371,playfor,,,,,
Q3218096,Q157376,playfor,,,,,
Q3218096,Q159893,playfor,,,,,
Q3218096,Q161345,playfor,,,,,
Q3274025,Q157376,playfor,,,,,
Q2608531,Q161345,playfor,2015,,,2014,
Q3414516,Q121783,playfor,,,,,
Q2734737,Q170558,playfor,2004,,,2003,
Q3414516,Q976396,playfor,,,,,
Q3441563,Q572134,playfor,,,,,
Q2733498,Q121783,playfor,1995,,,1993,
Q2733498,Q121783,playfor,1988,,,1981,
Q3607477,Q138089,playfor,,,,,
Q3613321,Q161345,playfor,,,,,
Q3613321,Q164177,playfor,,,,,
Q3615442,Q162954,playfor,,,,,
Q3615442,Q169637,playfor,,,,,
Q3618537,Q162954,playfor,,,,,
Q3618537,Q169165,playfor,,,,,
Q3618531,Q169637,playfor,,,,,
Q3624027,Q121783,playfor,,,,,
Q3624027,Q131364,playfor,,,,,
Q3624013,Q159893,playfor,,,,,
Q3624027,Q166105,playfor,,,,,
Q3639967,Q131371,playfor,,,,,
Q3638842,Q167253,playfor,,,,,
Q3638842,Q170649,playfor,,,,,
Q3639967,Q166105,playfor,,,,,
Q3639967,Q169637,playfor,,,,,
Q3639987,Q169661,playfor,,,,,
Q3641265,Q131364,playfor,,,,,
Q3641279,Q159729,playfor,,,,,
Q3641279,Q164177,playfor,,,,,
Q2733498,Q164177,playfor,1992,,,1989,
Q2558920,Q976396,playfor,2008,,,2008,
Q2557724,Q169138,playfor,2007,,,2005,
Q3693510,Q572134,playfor,1989,,,1988,
Q3706938,Q131364,playfor,1952,,,,
Q3693510,Q162954,playfor,1990,,,1990,
Q3760658,Q169637,playfor,1975,,,1974,
Q3693510,Q138089,playfor,1990,,,1990,
Q3706961,Q169661,playfor,1957,,,1954,
Q3807993,Q169138,playfor,2005,,,2003,
Q3680582,Q131364,playfor,1964,,,1961,
Q3641279,Q159893,playfor,,,,,
Q3646307,Q159893,playfor,,,,,
Q3646289,Q161345,playfor,,,,,
Q3646289,Q169165,playfor,,,,,
Q3646346,Q170649,playfor,,,,,
Q3693510,Q131364,playfor,1994,,,1993,
Q3641279,Q572134,playfor,,,,,
Q3641294,Q572134,playfor,,,,,
Q3660756,Q159729,playfor,,,,,
Q3664161,Q159729,playfor,,,,,
Q3664157,Q159893,playfor,,,,,
Q3664161,Q162990,playfor,,,,,
Q3664161,Q169165,playfor,,,,,
Q3666350,Q131371,playfor,,,,,
Q3675535,Q131364,playfor,,,,,
Q3675488,Q132880,playfor,,,,,
Q3675488,Q157376,playfor,,,,,
Q3675532,Q169637,playfor,,,,,
Q3679821,Q159893,playfor,,,,,
Q3679821,Q162954,playfor,,,,,
Q3702839,Q132893,playfor,,,,,
Q3702840,Q159729,playfor,,,,,
Q3702840,Q159893,playfor,,,,,
Q3702840,Q163480,playfor,,,,,
Q3702840,Q169637,playfor,,,,,
Q3702839,Q170558,playfor,,,,,
Q3703121,Q162954,playfor,,,,,
Q3704260,Q157376,playfor,,,,,
Q3703886,Q170558,playfor,,,,,
Q3704260,Q162954,playfor,,,,,
Q3704260,Q170558,playfor,,,,,
Q3706354,Q132893,playfor,,,,,
Q3705888,Q161345,playfor,,,,,
Q3705888,Q162990,playfor,,,,,
Q3706955,Q131371,playfor,,,,,
Q3706307,Q159729,playfor,,,,,
Q3706307,Q161345,playfor,,,,,
Q3714043,Q167253,playfor,,,,,
Q3718829,Q131364,playfor,,,,,
Q3718835,Q131364,playfor,,,,,
Q3718872,Q131364,playfor,,,,,
Q3718504,Q161345,playfor,,,,,
Q3705491,Q572134,playfor,,,,,
