start_id,end_id,relation,end_time,position,sport_number,start_time,time
Q20710441,Q166105,playfor,,,,,
Q20710441,Q167253,playfor,,,,,
Q100768909,Q131371,playfor,,,,,
Q100768909,Q132880,playfor,,,,,
Q100753966,Q169661,playfor,,,,,
Q52004832,Q159729,playfor,,,,,
Q52004832,Q166105,playfor,,,,,
Q20936166,Q172339,playfor,,,,,
Q20979199,Q163480,playfor,,,,,
Q7610525,Q163480,playfor,,,,,
Q21020894,Q161345,playfor,,,,,
Q21039421,Q164177,playfor,,,,,
Q17319073,Q170329,playfor,2016,,,2014,
Q313389,Q169637,playfor,2023,,,2022,
Q16730417,Q170558,playfor,,,,,
Q13606007,Q132893,playfor,2015,,,2013,
Q16910147,Q131364,playfor,,,,,
Q16910147,Q162954,playfor,,,,,
Q66012124,Q159893,playfor,,,,,
Q25757154,Q572134,playfor,,,,,
Q17183534,Q138089,playfor,,,,,
Q55386650,Q161337,playfor,,,,June 2023,
Q622308,Q169637,playfor,,,,27 September 2023,
Q2486090,Q138089,playfor,2017,,,2017,
Q17306301,Q132880,playfor,,,,,
Q17306022,Q572134,playfor,,,,,
Q24572734,Q161337,playfor,,,7,2017,
Q370268,Q169138,playfor,2004,,,2002,
Q377693,Q572134,playfor,2008,,,2001,
Q363409,Q172339,playfor,2011,,,2010,
Q370268,Q121783,playfor,2005,,,2004,
Q370268,Q169661,playfor,2015,,,2014,
Q377693,Q162954,playfor,2018,,,2017,
Q377693,Q162990,playfor,2017,,,2015,
Q352168,Q159729,playfor,2015,,,2010,
Q316106,Q169661,playfor,2019,,,2018,
Q316106,Q169661,playfor,2013,,,2013,
Q352168,Q159893,playfor,2017,,,2015,
Q377693,Q132893,playfor,2015,,,2014,
Q316106,Q159893,playfor,2017,,,2017,
Q370268,Q169165,playfor,2010,,,2005,
Q316106,Q132880,playfor,2013,,,2005,
Q352168,Q138089,playfor,2017,,,2017,
Q359370,Q170558,playfor,2003,,,1999,
Q377693,Q169637,playfor,2009,,,2008,
Q316106,Q121783,playfor,2017,,,2016,
Q370268,Q180950,playfor,2014,,,2014,
Q316106,Q132893,playfor,2014,,,2013,
Q315104,Q128109,playfor,,,,,
Q315104,Q131364,playfor,,,,,
Q315104,Q131371,playfor,,,,,
Q315104,Q157376,playfor,,,,,
Q315104,Q162954,playfor,,,,,
Q316246,Q121783,playfor,,,,,
Q316246,Q128109,playfor,,,,,
Q315104,Q172339,playfor,,,,,
Q316246,Q131364,playfor,,,,,
Q315104,Q180950,playfor,,,,,
Q324842,Q121783,playfor,,,,,
Q324842,Q161337,playfor,,,,,
Q324842,Q162954,playfor,,,,,
Q324842,Q164177,playfor,,,,,
Q324842,Q169138,playfor,,,,,
Q324842,Q169637,playfor,,,,,
Q325977,Q138089,playfor,,,,,
Q316246,Q572134,playfor,,,,,
Q325977,Q572134,playfor,,,,,
Q359370,Q132880,playfor,2008,,,2006,
Q359370,Q132880,playfor,2010,,,2009,
Q348734,Q128109,playfor,,,,,
Q348734,Q131364,playfor,,,,,
Q351802,Q132893,playfor,,,,,
Q351802,Q138089,playfor,,,,,
Q351802,Q159893,playfor,,,,,
Q352073,Q159893,playfor,,,,,
Q351802,Q169138,playfor,,,,,
Q351802,Q169165,playfor,,,,,
Q351802,Q169637,playfor,,,,,
Q351802,Q169661,playfor,,,,,
Q352118,Q162990,playfor,,,,,
Q352118,Q163480,playfor,,,,,
Q352073,Q166105,playfor,,,,,
Q352073,Q167253,playfor,,,,,
Q352118,Q167253,playfor,,,,,
Q352118,Q169637,playfor,,,,,
Q352118,Q170558,playfor,,,,,
Q352118,Q170649,playfor,,,,,
Q358102,Q132893,playfor,,,,,
Q358102,Q159893,playfor,,,,,
Q358102,Q170649,playfor,,,,,
Q360955,Q131371,playfor,,,,,
Q360955,Q132893,playfor,,,,,
Q360955,Q161345,playfor,,,,,
Q360955,Q164177,playfor,,,,,
Q360955,Q169165,playfor,,,,,
Q360955,Q169637,playfor,,,,,
Q360955,Q170558,playfor,,,,,
Q363397,Q166105,playfor,,,,,
Q363397,Q172339,playfor,,,,,
Q351802,Q572134,playfor,,,,,
Q367117,Q138089,playfor,,,,,
Q367117,Q163480,playfor,,,,,
Q367117,Q170558,playfor,,,,,
Q367117,Q172339,playfor,,,,,
Q358102,Q572134,playfor,,,,,
Q372422,Q121783,playfor,,,,,
Q372422,Q170329,playfor,,,,,
Q373230,Q163480,playfor,,,,,
Q373230,Q169661,playfor,,,,,
Q360955,Q572134,playfor,,,,,
Q352118,Q976396,playfor,,,,,
Q381762,Q157376,playfor,,,,,
Q360955,Q976396,playfor,,,,,
Q377693,Q157376,playfor,2013,,,2012,
Q370268,Q169637,playfor,2014,,,2013,
Q359370,Q170329,playfor,2009,,,2008,
Q359370,Q159729,playfor,2006,,,2003,
Q316106,Q131364,playfor,2016,,,2014,
Q363409,Q132880,playfor,2010,,,2010,
Q370268,Q132893,playfor,2011,,,2010,
Q370268,Q166105,playfor,2016,,,2015,
Q370268,Q976396,playfor,2013,,,2011,
Q363409,Q161345,playfor,2010,,,2009,
Q316106,Q162990,playfor,2018,,,2017,
Q380033,Q167253,playfor,1996,,,1996,
Q377693,Q170649,playfor,2014,,,2013,
Q377693,Q159729,playfor,2012,,,2008,
Q928077,Q161345,playfor,,,,21 January 2019,
Q928077,Q572134,playfor,19 January 2019,,,13 July 2018,
Q919197,Q131371,playfor,,,,2017,
Q770761,Q128109,playfor,,,,,
Q770761,Q159729,playfor,,,,,
Q770761,Q162954,playfor,,,,,
Q770761,Q162990,playfor,,,,,
Q770761,Q170649,playfor,,,,,
Q770761,Q172339,playfor,,,,,
Q775144,Q169138,playfor,,,,,
Q781069,Q132893,playfor,,,,,
Q781069,Q157376,playfor,,,,,
Q781069,Q159729,playfor,,,,,
Q781069,Q169637,playfor,,,,,
Q781069,Q170329,playfor,,,,,
Q781176,Q172339,playfor,,,,,
Q784179,Q162954,playfor,,,,,
Q787999,Q157376,playfor,,,,,
Q787999,Q161337,playfor,,,,,
Q787999,Q572134,playfor,,,,,
Q781176,Q976396,playfor,,,,,
Q892931,Q161345,playfor,,,,,
Q892931,Q165529,playfor,,,,,
Q892931,Q166105,playfor,,,,,
Q892931,Q167253,playfor,,,,,
Q892931,Q172339,playfor,,,,,
Q914125,Q131364,playfor,,,,,
Q914125,Q162954,playfor,,,,,
Q918878,Q131371,playfor,,,,,
Q920007,Q138089,playfor,,,,,
Q920007,Q157376,playfor,,,,,
Q920007,Q166105,playfor,,,,,
Q921511,Q131364,playfor,,,,,
Q921511,Q138089,playfor,,,,,
Q921511,Q161337,playfor,,,,,
Q921511,Q169165,playfor,,,,,
Q921511,Q172339,playfor,,,,,
Q924857,Q131371,playfor,,,,,
Q925163,Q138089,playfor,,,,,
Q924857,Q170558,playfor,,,,,
Q926284,Q131371,playfor,,,,,
Q926164,Q138089,playfor,,,,,
Q925163,Q169661,playfor,,,,,
Q925163,Q170329,playfor,,,,,
Q924857,Q180950,playfor,,,,,
Q926311,Q138089,playfor,,,,,
Q926337,Q138089,playfor,,,,,
Q926311,Q159729,playfor,,,,,
Q926311,Q159893,playfor,,,,,
Q926284,Q161345,playfor,,,,,
Q926164,Q167253,playfor,,,,,
Q926337,Q163480,playfor,,,,,
Q926284,Q166105,playfor,,,,,
Q926164,Q170649,playfor,,,,,
Q926164,Q180950,playfor,,,,,
Q926337,Q180950,playfor,,,,,
Q929291,Q138089,playfor,,,,,
Q929291,Q163480,playfor,,,,,
Q930443,Q162954,playfor,,,,,
Q933485,Q164177,playfor,,,,,
Q935758,Q131364,playfor,,,,,
Q937398,Q131364,playfor,,,,,
Q937398,Q162954,playfor,,,,,
Q939240,Q132893,playfor,,,,,
Q938377,Q159893,playfor,,,,,
Q938377,Q161345,playfor,,,,,
Q938377,Q163480,playfor,,,,,
Q939240,Q157376,playfor,,,,,
Q939240,Q164177,playfor,,,,,
Q940284,Q132880,playfor,,,,,
Q939240,Q166105,playfor,,,,,
Q939240,Q169661,playfor,,,,,
Q940284,Q166105,playfor,,,,,
Q943368,Q169138,playfor,,,,,
Q924857,Q976396,playfor,,,,,
Q926337,Q976396,playfor,,,,,
Q953972,Q138089,playfor,,,,,
Q929291,Q976396,playfor,,,,,
Q961660,Q131364,playfor,,,,,
Q961660,Q159893,playfor,,,,,
Q963854,Q138089,playfor,,,,,
Q964139,Q132880,playfor,,,,,
Q964696,Q121783,playfor,,,,,
Q964580,Q132893,playfor,,,,,
Q963854,Q163480,playfor,,,,,
Q963977,Q159893,playfor,,,,,
Q963854,Q164177,playfor,,,,,
Q963977,Q164177,playfor,,,,,
Q964139,Q161345,playfor,,,,,
Q963854,Q170649,playfor,,,,,
Q963854,Q172339,playfor,,,,,
Q964139,Q166105,playfor,,,,,
Q964580,Q159893,playfor,,,,,
Q964580,Q164177,playfor,,,,,
Q964580,Q169637,playfor,,,,,
Q964580,Q169661,playfor,,,,,
Q964580,Q170649,playfor,,,,,
Q964778,Q165529,playfor,,,,,
Q964580,Q976396,playfor,,,,,
Q919197,Q170649,playfor,2017,,,2010,
Q42079,Q169637,playfor,,,,,
Q60118,Q131364,playfor,,,,,
Q60118,Q159893,playfor,,,,,
Q60118,Q162954,playfor,,,,,
Q60118,Q180950,playfor,,,,,
Q65039,Q162990,playfor,,,,,
Q65039,Q180950,playfor,,,,,
Q60118,Q976396,playfor,,,,,
Q175441,Q169165,playfor,20 June 2012,,,18 December 2010,
Q125060,Q138089,playfor,2017,,,2016,
Q3758552,Q162990,playfor,,,,,
Q14834367,Q131371,playfor,,,,2023,
Q240278,Q170558,playfor,1993,,,1992,
Q241261,Q572134,playfor,2009,,,2004,
Q17198659,Q162954,playfor,2017,,,2017,
Q106928080,Q167253,playfor,,,,,
Q240278,Q169661,playfor,1992,,,1990,
Q131942,Q131371,playfor,2010,,,2003,
Q48842,Q167253,playfor,30 June 2017,,,08 July 2016,
Q65039,Q165529,playfor,,,,06 February 2020,
Q65594,Q976396,playfor,2006,,,2005,
Q62597403,Q157376,playfor,,,,,
Q271933,Q131364,playfor,2000,,,1985,
Q14834367,Q169165,playfor,2023,,,2022,
Q112228274,Q180950,playfor,,,,,
Q241261,Q159893,playfor,2020,,,2018,
Q241261,Q165529,playfor,2017,,,2014,
Q241261,Q132880,playfor,2004,,,1998,
Q17198659,Q163480,playfor,2018,,,2017,
Q241261,Q161337,playfor,2010,,,2009,
Q112687854,Q180950,playfor,,,,,
Q131942,Q180950,playfor,,,,2011,
Q973121,Q170329,playfor,,,,,
Q973121,Q180950,playfor,,,,,
Q241261,Q166105,playfor,2018,,,2017,
Q50363033,Q132893,playfor,,,,,
Q241261,Q164177,playfor,2011,,,2010,
Q1618730,Q161345,playfor,1970,,,1969,
Q129041,Q121783,playfor,,,,,
Q129041,Q131364,playfor,,,,,
Q129041,Q161345,playfor,,,,,
Q129041,Q162954,playfor,,,,,
Q129041,Q167253,playfor,,,,,
Q129041,Q180950,playfor,,,,,
Q131942,Q172339,playfor,,,,,
Q72353,Q162990,playfor,2010,,,1996,
Q199896,Q121783,playfor,,,,,
Q209921,Q572134,playfor,,,,,
Q23541220,Q170329,playfor,,,43,2024,
Q175441,Q161337,playfor,18 December 2010,,,July 2007,
Q273256,Q132880,playfor,,,,,
Q276835,Q169138,playfor,,,,,
Q278203,Q169661,playfor,,,,,
Q278203,Q170329,playfor,,,,,
Q278203,Q170558,playfor,,,,,
Q295521,Q131371,playfor,,,,,
Q295521,Q165529,playfor,,,,,
Q295521,Q169661,playfor,,,,,
Q295521,Q170558,playfor,,,,,
Q301863,Q131371,playfor,,,,,
Q302068,Q128109,playfor,,,,,
Q302068,Q132880,playfor,,,,,
Q301863,Q162954,playfor,,,,,
Q301863,Q169138,playfor,,,,,
Q301863,Q170558,playfor,,,,,
Q302068,Q172339,playfor,,,,,
Q278203,Q976396,playfor,,,,,
Q314621,Q121783,playfor,,,,,
Q313487,Q167253,playfor,,,,,
Q314621,Q132893,playfor,,,,,
Q313487,Q169138,playfor,,,,,
Q314621,Q157376,playfor,,,,,
Q314621,Q170649,playfor,,,,,
Q314621,Q180950,playfor,,,,,
Q315104,Q976396,playfor,,,,,
Q175441,Q169138,playfor,19 July 2014,,,11 July 2012,
Q50820763,Q169165,playfor,,,,,
Q241261,Q132893,playfor,2014,,,2011,
Q213132,Q159729,playfor,2018,,,2002,
Q2260799,Q138089,playfor,,,,2023,
Q125060,Q167253,playfor,2009,,,2006,
Q48842,Q157376,playfor,08 July 2016,,,28 June 2012,
Q2625050,Q169165,playfor,1964,,,1962,
Q125060,Q131364,playfor,2010,,,2010,
Q271933,Q161337,playfor,2002,,,2001,
Q15608095,Q6020894,playfor,,,,,
Q29342,Q157376,playfor,,,11,2011,
Q24002,Q159893,playfor,2001,,,2001,
Q74005,Q131371,playfor,2014,,,2013,
Q63069483,Q138089,playfor,15 January 2022,,,05 January 2022,
Q72941595,Q159729,playfor,,,,2023,
Q163754,Q162990,playfor,1988,,,1987,
Q622213,Q131371,playfor,http://www.wikidata.org/.well-known/genid/2fd8cf5264667e3bed8c67223edef1d0,,,2023,
Q313389,Q180950,playfor,2016,,,2009,
Q65039,Q169138,playfor,06 February 2020,,,26 July 2016,
Q72353,Q169138,playfor,2011,,,2010,
Q163754,Q166105,playfor,1987,,,1986,
Q125060,Q166105,playfor,2010,,,2009,
Q313389,Q132880,playfor,2020,,,2017,
Q966111,Q169165,playfor,04 July 2022,,,28 February 2022,
Q966111,Q169165,playfor,2019,,,2016,
Q1424414,Q166105,playfor,26 June 1990,,,11 October 1988,
Q1364214,Q131364,playfor,2011,,,2010,
Q1424414,Q128109,playfor,1993,,,18 September 1992,
Q964778,Q162954,playfor,,,,,
Q964778,Q164177,playfor,,,,,
Q965531,Q157376,playfor,,,,,
Q965531,Q169637,playfor,,,,,
Q965531,Q170649,playfor,,,,,
Q966827,Q132880,playfor,,,,,
Q966827,Q162954,playfor,,,,,
Q971211,Q131364,playfor,,,,,
Q970267,Q166105,playfor,,,,,
Q971211,Q157376,playfor,,,,,
Q975550,Q131364,playfor,,,,,
Q975550,Q170329,playfor,,,,,
Q977135,Q169661,playfor,,,,,
Q965531,Q976396,playfor,,,,,
Q995314,Q121783,playfor,,,,,
Q995314,Q162954,playfor,,,,,
Q995314,Q169165,playfor,,,,,
Q1047188,Q164177,playfor,,,,,
Q1047188,Q165529,playfor,,,,,
Q1047188,Q172339,playfor,,,,,
Q1089188,Q159729,playfor,,,,,
Q1089188,Q163480,playfor,,,,,
Q1089188,Q170558,playfor,,,,,
Q1089188,Q172339,playfor,,,,,
Q1097554,Q128109,playfor,,,,,
Q1097554,Q157376,playfor,,,,,
Q1097554,Q159729,playfor,,,,,
Q1097554,Q164177,playfor,,,,,
Q1101154,Q159893,playfor,,,,,
Q1118250,Q161345,playfor,,,,,
Q1118250,Q166105,playfor,,,,,
Q1120799,Q157376,playfor,,,,,
Q1120799,Q165529,playfor,,,,,
Q1126347,Q121783,playfor,,,,,
Q1126347,Q159893,playfor,,,,,
Q1126347,Q164177,playfor,,,,,
Q1132658,Q159729,playfor,,,,,
Q1120799,Q572134,playfor,,,,,
Q1132658,Q572134,playfor,,,,,
Q1155161,Q128109,playfor,,,,,
Q1155161,Q164177,playfor,,,,,
Q1155161,Q170329,playfor,,,,,
Q1164595,Q131371,playfor,,,,,
Q1164595,Q132893,playfor,,,,,
Q1164595,Q157376,playfor,,,,,
Q1164595,Q162954,playfor,,,,,
Q1242197,Q128109,playfor,,,,,
Q1242197,Q132880,playfor,,,,,
Q1242197,Q138089,playfor,,,,,
Q1242197,Q157376,playfor,,,,,
Q1242197,Q162990,playfor,,,,,
Q1242197,Q170558,playfor,,,,,
Q1242197,Q170649,playfor,,,,,
Q1273409,Q121783,playfor,,,,,
Q1273409,Q128109,playfor,,,,,
Q1273409,Q164177,playfor,,,,,
Q1273409,Q169637,playfor,,,,,
Q1363177,Q132880,playfor,,,,,
Q1363787,Q132893,playfor,,,,,
Q1363974,Q132893,playfor,,,,,
Q1363177,Q165529,playfor,,,,,
Q1363177,Q172339,playfor,,,,,
Q1363787,Q170649,playfor,,,,,
Q1363974,Q170329,playfor,,,,,
Q1377226,Q159729,playfor,,,,,
Q1377226,Q159893,playfor,,,,,
Q1377226,Q161337,playfor,,,,,
Q1377226,Q170649,playfor,,,,,
Q966111,Q128109,playfor,2021,,,2019,
Q1377226,Q572134,playfor,,,,,
Q1424436,Q132893,playfor,,,,,
Q1424462,Q161337,playfor,,,,,
Q1424613,Q157376,playfor,,,,,
Q1424613,Q161345,playfor,,,,,
Q1424613,Q162954,playfor,,,,,
Q1424462,Q169637,playfor,,,,,
Q1424462,Q170649,playfor,,,,,
Q1445455,Q138089,playfor,,,,,
Q1450542,Q131371,playfor,,,,,
Q1424462,Q976396,playfor,,,,,
Q1452892,Q131371,playfor,,,,,
Q1452898,Q131371,playfor,,,,,
Q1458187,Q121783,playfor,,,,,
Q1458187,Q166105,playfor,,,,,
Q1458187,Q169165,playfor,,,,,
Q1458187,Q170558,playfor,,,,,
Q1463599,Q121783,playfor,,,,,
Q1463599,Q128109,playfor,,,,,
Q1463599,Q976396,playfor,,,,,
Q1424462,Q3307390,playfor,,,,,
Q1458187,Q3307390,playfor,,,,,
Q1424414,Q132893,playfor,18 September 1992,,,26 June 1990,
Q966111,Q159729,playfor,28 February 2022,,,08 February 2022,
Q1424414,Q161345,playfor,11 October 1988,,,28 June 1983,
Q966111,Q172339,playfor,2022,,,2021,
Q2241174,Q167253,playfor,,,,,
Q2252657,Q138089,playfor,,,,,
Q2252657,Q157376,playfor,,,,,
Q2252657,Q161345,playfor,,,,,
Q2252657,Q162990,playfor,,,,,
Q2275193,Q121783,playfor,,,,,
Q2275193,Q131371,playfor,,,,,
Q2275193,Q138089,playfor,,,,,
Q2275193,Q164177,playfor,,,,,
Q2275193,Q169165,playfor,,,,,
Q2275193,Q170649,playfor,,,,,
Q2252657,Q976396,playfor,,,,,
Q2291089,Q132880,playfor,,,,,
Q2308083,Q131364,playfor,,,,,
Q2308083,Q131371,playfor,,,,,
Q2308556,Q128109,playfor,,,,,
Q2308556,Q131371,playfor,,,,,
Q2308083,Q161337,playfor,,,,,
Q2309134,Q131364,playfor,,,,,
Q2309134,Q138089,playfor,,,,,
Q2309475,Q131364,playfor,,,,,
Q2308556,Q164177,playfor,,,,,
Q2309475,Q138089,playfor,,,,,
Q2309134,Q159893,playfor,,,,,
Q2309134,Q161337,playfor,,,,,
Q2309134,Q163480,playfor,,,,,
Q2309475,Q157376,playfor,,,,,
Q2309475,Q161345,playfor,,,,,
Q2309475,Q162990,playfor,,,,,
Q2309475,Q169138,playfor,,,,,
Q2311290,Q131371,playfor,,,,,
Q2311290,Q157376,playfor,,,,,
Q2311290,Q161337,playfor,,,,,
Q2311290,Q162990,playfor,,,,,
Q2312912,Q132880,playfor,,,,,
Q2312912,Q170649,playfor,,,,,
Q2316224,Q161345,playfor,,,,,
Q2316224,Q164177,playfor,,,,,
Q2317740,Q131371,playfor,,,,,
Q2317740,Q159893,playfor,,,,,
Q2317740,Q165529,playfor,,,,,
Q2317740,Q169165,playfor,,,,,
Q2317740,Q170558,playfor,,,,,
Q2320891,Q159893,playfor,,,,,
Q2326357,Q138089,playfor,,,,,
Q2326357,Q159893,playfor,,,,,
Q2326357,Q164177,playfor,,,,,
Q2326357,Q166105,playfor,,,,,
Q2326357,Q169661,playfor,,,,,
Q2328059,Q121783,playfor,,,,,
Q2327074,Q162990,playfor,,,,,
Q2327074,Q169661,playfor,,,,,
Q2317740,Q572134,playfor,,,,,
Q1842302,Q131371,playfor,2004,,,2003,
Q2326964,Q170649,playfor,1984,,,1982,
Q2308083,Q170329,playfor,1995,,,1995,
Q2326964,Q159893,playfor,1982,,,1974,
Q1842302,Q161337,playfor,2005,,,2004,
Q1631653,Q157376,playfor,,,,,
Q1631653,Q159729,playfor,,,,,
Q1631653,Q164177,playfor,,,,,
Q1631653,Q169637,playfor,,,,,
Q1639693,Q132880,playfor,,,,,
Q1639693,Q132893,playfor,,,,,
Q1639693,Q164177,playfor,,,,,
Q1639693,Q169637,playfor,,,,,
Q1647863,Q131371,playfor,,,,,
Q1669202,Q169661,playfor,,,,,
Q1745862,Q157376,playfor,,,,,
Q1745862,Q162954,playfor,,,,,
Q1745862,Q163480,playfor,,,,,
Q1745862,Q169637,playfor,,,,,
Q1745862,Q169661,playfor,,,,,
Q1745862,Q170329,playfor,,,,,
Q1745862,Q172339,playfor,,,,,
Q1747218,Q131371,playfor,,,,,
Q1747218,Q157376,playfor,,,,,
Q1747703,Q169138,playfor,,,,,
Q1749405,Q159729,playfor,,,,,
Q1749533,Q169165,playfor,,,,,
Q1749533,Q572134,playfor,,,,,
Q1745862,Q976396,playfor,,,,,
Q1815125,Q131364,playfor,,,,,
Q1815125,Q159893,playfor,,,,,
Q1815125,Q162990,playfor,,,,,
Q1848493,Q162954,playfor,,,,,
Q1862004,Q138089,playfor,,,,,
Q1862004,Q162990,playfor,,,,,
Q1862004,Q163480,playfor,,,,,
Q1862004,Q169637,playfor,,,,,
Q1862004,Q172339,playfor,,,,,
Q2288198,Q157376,playfor,2008,,,August 2007,
Q2032738,Q131364,playfor,,,,,
Q2032738,Q132880,playfor,,,,,
Q2032738,Q159729,playfor,,,,,
Q2032738,Q169138,playfor,,,,,
Q2033126,Q159893,playfor,,,,,
Q2308083,Q163480,playfor,1989,,,1989,
Q2054315,Q121783,playfor,,,,,
Q2129688,Q157376,playfor,,,,,
Q1584499,Q157376,playfor,2006,,,2005,
Q1617163,Q138089,playfor,1983,,,1982,
Q1619294,Q159893,playfor,2004,,,2004,
Q1619294,Q121783,playfor,2002,,,2001,
Q1608950,Q162954,playfor,1974,,,1972,
Q1617163,Q159729,playfor,1984,,,1983,
Q1619294,Q132880,playfor,2003,,,2002,
Q1628285,Q170329,playfor,1969,,,1967,
Q1617163,Q121783,playfor,1990,,,1988,
Q1619294,Q162990,playfor,2004,,,2003,
Q1606707,Q121783,playfor,1958,,,1953,
Q1619294,Q162954,playfor,2007,,,2007,
Q1554023,Q138089,playfor,,,,2016,
Q1621443,Q162954,playfor,1984,,,1982,
Q1463599,Q169661,playfor,,,,,
Q1554023,Q163480,playfor,,,,,
Q1606826,Q138089,playfor,,,,,
Q1607286,Q131371,playfor,,,,,
Q1607286,Q138089,playfor,,,,,
Q1606826,Q157376,playfor,,,,,
Q1606753,Q161345,playfor,,,,,
Q1606826,Q159893,playfor,,,,,
Q1606842,Q166105,playfor,,,,,
Q1606753,Q170649,playfor,,,,,
Q1608041,Q132893,playfor,,,,,
Q1608041,Q166105,playfor,,,,,
Q1608041,Q169661,playfor,,,,,
Q1610282,Q131364,playfor,,,,,
Q1610282,Q131371,playfor,,,,,
Q1609464,Q166105,playfor,,,,,
Q1612734,Q159729,playfor,,,,,
Q1612734,Q162954,playfor,,,,,
Q1612734,Q166105,playfor,,,,,
Q1615283,Q138089,playfor,,,,,
Q1615679,Q131371,playfor,,,,,
Q1615283,Q169661,playfor,,,,,
Q1615679,Q164177,playfor,,,,,
Q1615679,Q170649,playfor,,,,,
Q1617210,Q128109,playfor,,,,,
Q1617210,Q131371,playfor,,,,,
Q1617484,Q132893,playfor,,,,,
Q1616789,Q169637,playfor,,,,,
Q1617210,Q157376,playfor,,,,,
Q1618149,Q132880,playfor,,,,,
Q1617210,Q164177,playfor,,,,,
Q1617163,Q166105,playfor,,,,,
Q1618113,Q138089,playfor,,,,,
Q1617210,Q170558,playfor,,,,,
Q1617484,Q170329,playfor,,,,,
Q1618113,Q159729,playfor,,,,,
Q1618113,Q159893,playfor,,,,,
Q1618113,Q161337,playfor,,,,,
Q1618149,Q167253,playfor,,,,,
Q1606753,Q572134,playfor,,,,,
Q1620249,Q162954,playfor,,,,,
Q1620249,Q163480,playfor,,,,,
Q1621440,Q131371,playfor,,,,,
Q1620249,Q170558,playfor,,,,,
Q1620249,Q172339,playfor,,,,,
Q1622762,Q128109,playfor,,,,,
Q1622762,Q131371,playfor,,,,,
Q1622762,Q132893,playfor,,,,,
Q1622762,Q138089,playfor,,,,,
Q1622405,Q164177,playfor,,,,,
Q1622762,Q159729,playfor,,,,,
Q1622762,Q161345,playfor,,,,,
Q1622762,Q162954,playfor,,,,,
Q1622762,Q162990,playfor,,,,,
Q1622762,Q164177,playfor,,,,,
Q1622762,Q167253,playfor,,,,,
Q1626478,Q131371,playfor,,,,,
Q1626604,Q131371,playfor,,,,,
Q1626604,Q132880,playfor,,,,,
Q1626478,Q164177,playfor,,,,,
Q1626478,Q169138,playfor,,,,,
Q1626478,Q169637,playfor,,,,,
Q1626478,Q170558,playfor,,,,,
Q1626604,Q169637,playfor,,,,,
Q1627976,Q138089,playfor,,,,,
Q1627389,Q169165,playfor,,,,,
Q1627976,Q169165,playfor,,,,,
Q1627976,Q170329,playfor,,,,,
Q1615283,Q572134,playfor,,,,,
Q1629949,Q159729,playfor,,,,,
Q1629949,Q169138,playfor,,,,,
Q1629949,Q170649,playfor,,,,,
Q1617210,Q572134,playfor,,,,,
Q1631653,Q128109,playfor,,,,,
Q1631653,Q132893,playfor,,,,,
Q1631653,Q161345,playfor,,,,,
Q1631653,Q169661,playfor,,,,,
Q1608491,Q976396,playfor,,,,,
Q1627976,Q572134,playfor,,,,,
Q1618149,Q976396,playfor,,,,,
Q1628301,Q976396,playfor,,,,,
Q1630049,Q976396,playfor,,,,,
Q1583705,Q2928124,playfor,,,,,
Q1627389,Q3307390,playfor,,,,,
Q1608950,Q170329,playfor,1971,,,1970,
Q1617163,Q161337,playfor,1990,,,,
Q2328059,Q128109,playfor,,,,,
Q2328059,Q157376,playfor,,,,,
Q2328059,Q159729,playfor,,,,,
Q2329792,Q121783,playfor,,,,,
Q2330086,Q121783,playfor,,,,,
Q2329792,Q131364,playfor,,,,,
Q2330086,Q128109,playfor,,,,,
Q2329453,Q159893,playfor,,,,,
Q2329792,Q169661,playfor,,,,,
Q2330086,Q169165,playfor,,,,,
Q2330086,Q169637,playfor,,,,,
Q2332058,Q161337,playfor,,,,,
Q2332223,Q170329,playfor,,,,,
Q2333700,Q157376,playfor,,,,,
Q2333700,Q159893,playfor,,,,,
Q2333700,Q161345,playfor,,,,,
Q2333700,Q169661,playfor,,,,,
Q2337047,Q157376,playfor,,,,,
Q2337047,Q159893,playfor,,,,,
Q2337047,Q170649,playfor,,,,,
Q2339032,Q138089,playfor,,,,,
Q2339032,Q159729,playfor,,,,,
Q2339032,Q169661,playfor,,,,,
Q2342221,Q131371,playfor,,,,,
Q2342221,Q161345,playfor,,,,,
Q2343335,Q131371,playfor,,,,,
Q2343335,Q132880,playfor,,,,,
Q2342686,Q166105,playfor,,,,,
Q2343335,Q164177,playfor,,,,,
Q2343335,Q169165,playfor,,,,,
Q2346518,Q131364,playfor,,,,,
Q2346518,Q131371,playfor,,,,,
Q2346944,Q128109,playfor,,,,,
Q2346944,Q138089,playfor,,,,,
Q2346518,Q159893,playfor,,,,,
Q2347822,Q128109,playfor,,,,,
Q2347822,Q131364,playfor,,,,,
Q2347822,Q131371,playfor,,,,,
Q2346944,Q159729,playfor,,,,,
Q2346944,Q159893,playfor,,,,,
Q2346944,Q169165,playfor,,,,,
Q2346944,Q169637,playfor,,,,,
Q2349875,Q132893,playfor,,,,,
Q2349875,Q157376,playfor,,,,,
Q2349875,Q161345,playfor,,,,,
Q2349875,Q167253,playfor,,,,,
Q2349875,Q169661,playfor,,,,,
Q2349875,Q170558,playfor,,,,,
Q2351040,Q159893,playfor,,,,,
Q2352493,Q131371,playfor,,,,,
Q2352338,Q159729,playfor,,,,,
Q2355201,Q121783,playfor,,,,,
Q2328059,Q976396,playfor,,,,,
Q2355201,Q128109,playfor,,,,,
Q2355201,Q132880,playfor,,,,,
